cliente,total_gasto,segmento
olist_usr_79177,1245.0,Bronze
olist_usr_79396,1245.0,Bronze
olist_usr_21774,1245.0,Bronze
olist_usr_91440,1245.0,Bronze
olist_usr_91657,1245.0,Bronze
olist_usr_50197,1245.0,Bronze
olist_usr_50285,1245.0,Bronze
olist_usr_52028,1245.0,Bronze
olist_usr_23028,1245.0,Bronze
olist_usr_64626,1245.0,Bronze
olist_usr_64664,1245.0,Bronze
olist_usr_13345,1245.0,Bronze
olist_usr_30930,1245.0,Bronze
olist_usr_31058,1245.0,Bronze
olist_usr_82672,1245.0,Bronze
olist_usr_83198,1245.0,Bronze
olist_usr_84873,1245.0,Bronze
olist_usr_16258,1245.0,Bronze
olist_usr_11376,1245.0,Bronze
olist_usr_98301,1245.0,Bronze
olist_usr_23176,1245.0,Bronze
olist_usr_52417,1245.0,Bronze
olist_usr_53026,1245.0,Bronze
olist_usr_53042,1245.0,Bronze
olist_usr_53051,1245.0,Bronze
olist_usr_48907,1245.0,Bronze
olist_usr_49279,1245.0,Bronze
olist_usr_49387,1245.0,Bronze
olist_usr_92151,1245.0,Bronze
olist_usr_67886,1245.0,Bronze
olist_usr_68016,1245.0,Bronze
olist_usr_39402,1245.0,Bronze
olist_usr_39519,1245.0,Bronze
olist_usr_53346,1245.0,Bronze
olist_usr_25993,1245.0,Bronze
olist_usr_26104,1245.0,Bronze
olist_usr_62340,1245.0,Bronze
olist_usr_23549,1245.0,Bronze
olist_usr_53562,1245.0,Bronze
olist_usr_53654,1245.0,Bronze
olist_usr_97780,1245.0,Bronze
olist_usr_84607,1245.0,Bronze
olist_usr_15699,1245.0,Bronze
olist_usr_15939,1245.0,Bronze
olist_usr_84831,1245.0,Bronze
olist_usr_84843,1245.0,Bronze
olist_usr_27352,1245.0,Bronze
olist_usr_40541,1245.0,Bronze
olist_usr_40545,1245.0,Bronze
olist_usr_11473,1245.0,Bronze
olist_usr_97420,1245.0,Bronze
olist_usr_18208,1245.0,Bronze
olist_usr_77147,1245.0,Bronze
olist_usr_86724,1245.0,Bronze
olist_usr_31366,1245.0,Bronze
olist_usr_35658,1245.0,Bronze
olist_usr_53739,1245.0,Bronze
olist_usr_54023,1245.0,Bronze
olist_usr_23554,1245.0,Bronze
olist_usr_69115,1245.0,Bronze
olist_usr_27798,1245.0,Bronze
olist_usr_27801,1245.0,Bronze
olist_usr_77852,1245.0,Bronze
olist_usr_76254,1245.0,Bronze
olist_usr_76473,1245.0,Bronze
olist_usr_48459,1245.0,Bronze
olist_usr_61179,1245.0,Bronze
olist_usr_23730,1245.0,Bronze
olist_usr_12479,1245.0,Bronze
olist_usr_35230,1245.0,Bronze
olist_usr_31291,1245.0,Bronze
olist_usr_86181,1245.0,Bronze
olist_usr_86489,1245.0,Bronze
olist_usr_18752,1245.0,Bronze
olist_usr_97521,1245.0,Bronze
olist_usr_29564,1245.0,Bronze
olist_usr_29589,1245.0,Bronze
olist_usr_47039,1245.0,Bronze
olist_usr_27944,1245.0,Bronze
olist_usr_70064,1245.0,Bronze
olist_usr_70428,1245.0,Bronze
olist_usr_28050,1245.0,Bronze
olist_usr_47269,1245.0,Bronze
olist_usr_18947,1245.0,Bronze
olist_usr_75327,1245.0,Bronze
olist_usr_75447,1245.0,Bronze
olist_usr_40956,1245.0,Bronze
olist_usr_90850,1245.0,Bronze
olist_usr_70673,1245.0,Bronze
olist_usr_70854,1245.0,Bronze
olist_usr_75544,1245.0,Bronze
olist_usr_86518,1245.0,Bronze
olist_usr_24133,1245.0,Bronze
olist_usr_60660,1245.0,Bronze
olist_usr_55692,1245.0,Bronze
olist_usr_43152,1245.0,Bronze
olist_usr_71166,1245.0,Bronze
olist_usr_20233,1245.0,Bronze
olist_usr_45500,1245.0,Bronze
olist_usr_40601,1245.0,Bronze
olist_usr_89908,1245.0,Bronze
olist_usr_60117,1245.0,Bronze
olist_usr_24017,1245.0,Bronze
olist_usr_15156,1245.0,Bronze
olist_usr_87043,1245.0,Bronze
olist_usr_88938,1245.0,Bronze
olist_usr_14286,1245.0,Bronze
olist_usr_14340,1245.0,Bronze
olist_usr_34698,1245.0,Bronze
olist_usr_29098,1245.0,Bronze
olist_usr_73670,1245.0,Bronze
olist_usr_19319,1245.0,Bronze
olist_usr_73229,1245.0,Bronze
olist_usr_41116,1245.0,Bronze
olist_usr_42187,1245.0,Bronze
olist_usr_74881,1245.0,Bronze
olist_usr_75030,1245.0,Bronze
olist_usr_31526,1245.0,Bronze
olist_usr_25369,1245.0,Bronze
olist_usr_56456,1245.0,Bronze
olist_usr_56642,1245.0,Bronze
olist_usr_58585,1245.0,Bronze
olist_usr_58987,1245.0,Bronze
olist_usr_59190,1245.0,Bronze
olist_usr_89158,1245.0,Bronze
olist_usr_89215,1245.0,Bronze
olist_usr_87424,1245.0,Bronze
olist_usr_11011,1245.0,Bronze
olist_usr_99944,1245.0,Bronze
olist_usr_97189,1236.0,Bronze
olist_usr_28043,1219.2,Bronze
olist_usr_50916,1198.5,Bronze
olist_usr_54899,1189.1,Bronze
olist_usr_89302,1167.0,Bronze
olist_usr_87648,1167.0,Bronze
olist_usr_15202,1167.0,Bronze
olist_usr_89244,1167.0,Bronze
olist_usr_35178,1167.0,Bronze
olist_usr_58514,1167.0,Bronze
olist_usr_58603,1167.0,Bronze
olist_usr_58731,1167.0,Bronze
olist_usr_59108,1167.0,Bronze
olist_usr_57011,1167.0,Bronze
olist_usr_57402,1167.0,Bronze
olist_usr_31441,1167.0,Bronze
olist_usr_10794,1167.0,Bronze
olist_usr_11085,1167.0,Bronze
olist_usr_99084,1167.0,Bronze
olist_usr_35460,1167.0,Bronze
olist_usr_86000,1167.0,Bronze
olist_usr_15492,1167.0,Bronze
olist_usr_86167,1167.0,Bronze
olist_usr_55991,1167.0,Bronze
olist_usr_56404,1167.0,Bronze
olist_usr_15724,1167.0,Bronze
olist_usr_60375,1167.0,Bronze
olist_usr_84675,1167.0,Bronze
olist_usr_84726,1167.0,Bronze
olist_usr_83630,1167.0,Bronze
olist_usr_83721,1167.0,Bronze
olist_usr_83768,1167.0,Bronze
olist_usr_98393,1167.0,Bronze
olist_usr_24059,1167.0,Bronze
olist_usr_55939,1167.0,Bronze
olist_usr_83230,1167.0,Bronze
olist_usr_36844,1167.0,Bronze
olist_usr_36998,1167.0,Bronze
olist_usr_55047,1167.0,Bronze
olist_usr_55221,1167.0,Bronze
olist_usr_55284,1167.0,Bronze
olist_usr_60557,1167.0,Bronze
olist_usr_55382,1167.0,Bronze
olist_usr_25707,1167.0,Bronze
olist_usr_89396,1167.0,Bronze
olist_usr_80291,1167.0,Bronze
olist_usr_80293,1167.0,Bronze
olist_usr_17025,1167.0,Bronze
olist_usr_37786,1167.0,Bronze
olist_usr_56435,1167.0,Bronze
olist_usr_84674,1167.0,Bronze
olist_usr_39236,1167.0,Bronze
olist_usr_38692,1167.0,Bronze
olist_usr_94270,1167.0,Bronze
olist_usr_40172,1167.0,Bronze
olist_usr_23878,1167.0,Bronze
olist_usr_17631,1167.0,Bronze
olist_usr_17826,1167.0,Bronze
olist_usr_62287,1167.0,Bronze
olist_usr_78230,1167.0,Bronze
olist_usr_78440,1167.0,Bronze
olist_usr_97229,1167.0,Bronze
olist_usr_76798,1167.0,Bronze
olist_usr_76771,1167.0,Bronze
olist_usr_75820,1167.0,Bronze
olist_usr_29565,1167.0,Bronze
olist_usr_75322,1167.0,Bronze
olist_usr_40794,1167.0,Bronze
olist_usr_41126,1167.0,Bronze
olist_usr_29144,1167.0,Bronze
olist_usr_63179,1167.0,Bronze
olist_usr_25933,1167.0,Bronze
olist_usr_54828,1167.0,Bronze
olist_usr_13851,1167.0,Bronze
olist_usr_29088,1167.0,Bronze
olist_usr_43823,1167.0,Bronze
olist_usr_44139,1167.0,Bronze
olist_usr_19642,1167.0,Bronze
olist_usr_19676,1167.0,Bronze
olist_usr_73737,1167.0,Bronze
olist_usr_73742,1167.0,Bronze
olist_usr_36295,1167.0,Bronze
olist_usr_82277,1167.0,Bronze
olist_usr_73956,1167.0,Bronze
olist_usr_73874,1167.0,Bronze
olist_usr_19415,1167.0,Bronze
olist_usr_64345,1167.0,Bronze
olist_usr_63948,1167.0,Bronze
olist_usr_64100,1167.0,Bronze
olist_usr_64445,1167.0,Bronze
olist_usr_63639,1167.0,Bronze
olist_usr_12017,1167.0,Bronze
olist_usr_19906,1167.0,Bronze
olist_usr_72485,1167.0,Bronze
olist_usr_71156,1167.0,Bronze
olist_usr_71776,1167.0,Bronze
olist_usr_71794,1167.0,Bronze
olist_usr_22842,1167.0,Bronze
olist_usr_52707,1167.0,Bronze
olist_usr_90873,1167.0,Bronze
olist_usr_45061,1167.0,Bronze
olist_usr_20485,1167.0,Bronze
olist_usr_70445,1167.0,Bronze
olist_usr_70914,1167.0,Bronze
olist_usr_47056,1167.0,Bronze
olist_usr_92976,1167.0,Bronze
olist_usr_70663,1167.0,Bronze
olist_usr_65130,1167.0,Bronze
olist_usr_65131,1167.0,Bronze
olist_usr_52018,1167.0,Bronze
olist_usr_26640,1167.0,Bronze
olist_usr_27958,1167.0,Bronze
olist_usr_27984,1167.0,Bronze
olist_usr_20605,1167.0,Bronze
olist_usr_28039,1167.0,Bronze
olist_usr_28064,1167.0,Bronze
olist_usr_66682,1167.0,Bronze
olist_usr_66058,1167.0,Bronze
olist_usr_47867,1167.0,Bronze
olist_usr_47871,1167.0,Bronze
olist_usr_68954,1167.0,Bronze
olist_usr_69416,1167.0,Bronze
olist_usr_48493,1167.0,Bronze
olist_usr_68420,1167.0,Bronze
olist_usr_68527,1167.0,Bronze
olist_usr_68636,1167.0,Bronze
olist_usr_68859,1167.0,Bronze
olist_usr_27355,1167.0,Bronze
olist_usr_21503,1167.0,Bronze
olist_usr_94784,1167.0,Bronze
olist_usr_95049,1167.0,Bronze
olist_usr_12260,1167.0,Bronze
olist_usr_95702,1167.0,Bronze
olist_usr_66558,1167.0,Bronze
olist_usr_10503,1167.0,Bronze
olist_usr_32129,1167.0,Bronze
olist_usr_14509,1167.0,Bronze
olist_usr_88632,1167.0,Bronze
olist_usr_34541,1167.0,Bronze
olist_usr_58311,1167.0,Bronze
olist_usr_24628,1167.0,Bronze
olist_usr_10247,1167.0,Bronze
olist_usr_32454,1167.0,Bronze
olist_usr_32485,1167.0,Bronze
olist_usr_33304,1167.0,Bronze
olist_usr_10744,1167.0,Bronze
olist_usr_99403,1167.0,Bronze
olist_usr_75997,1141.6,Bronze
olist_usr_78498,1141.6,Bronze
olist_usr_85969,1139.5,Bronze
olist_usr_89720,1139.4,Bronze
olist_usr_87702,1139.4,Bronze
olist_usr_84137,1129.2,Bronze
olist_usr_87195,1126.5,Bronze
olist_usr_13709,1125.9,Bronze
olist_usr_95263,1125.9,Bronze
olist_usr_68451,1115.8,Bronze
olist_usr_44968,1089.3000000000002,Bronze
olist_usr_70539,1069.5,Bronze
olist_usr_25740,1064.5,Bronze
olist_usr_17426,1046.1,Bronze
olist_usr_39018,1046.1,Bronze
olist_usr_68896,1031.0,Bronze
olist_usr_75355,1029.9,Bronze
olist_usr_60852,1027.0,Bronze
olist_usr_53781,1027.0,Bronze
olist_usr_75738,1019.4000000000001,Bronze
olist_usr_47206,1019.4000000000001,Bronze
olist_usr_99471,996.0,Bronze
olist_usr_58544,996.0,Bronze
olist_usr_99976,996.0,Bronze
olist_usr_58797,996.0,Bronze
olist_usr_99567,996.0,Bronze
olist_usr_57383,996.0,Bronze
olist_usr_58526,996.0,Bronze
olist_usr_27365,996.0,Bronze
olist_usr_49906,996.0,Bronze
olist_usr_49989,996.0,Bronze
olist_usr_92320,996.0,Bronze
olist_usr_21465,996.0,Bronze
olist_usr_57092,996.0,Bronze
olist_usr_98640,996.0,Bronze
olist_usr_99851,996.0,Bronze
olist_usr_27747,996.0,Bronze
olist_usr_68923,996.0,Bronze
olist_usr_27705,996.0,Bronze
olist_usr_47639,996.0,Bronze
olist_usr_26827,996.0,Bronze
olist_usr_50849,996.0,Bronze
olist_usr_84627,996.0,Bronze
olist_usr_15804,996.0,Bronze
olist_usr_60083,996.0,Bronze
olist_usr_59649,996.0,Bronze
olist_usr_59577,996.0,Bronze
olist_usr_24559,996.0,Bronze
olist_usr_24450,996.0,Bronze
olist_usr_55760,996.0,Bronze
olist_usr_85997,996.0,Bronze
olist_usr_49992,996.0,Bronze
olist_usr_15565,996.0,Bronze
olist_usr_91298,996.0,Bronze
olist_usr_67450,996.0,Bronze
olist_usr_22017,996.0,Bronze
olist_usr_36427,996.0,Bronze
olist_usr_22416,996.0,Bronze
olist_usr_83878,996.0,Bronze
olist_usr_22155,996.0,Bronze
olist_usr_66577,996.0,Bronze
olist_usr_66786,996.0,Bronze
olist_usr_66889,996.0,Bronze
olist_usr_66953,996.0,Bronze
olist_usr_65283,996.0,Bronze
olist_usr_21170,996.0,Bronze
olist_usr_68602,996.0,Bronze
olist_usr_48148,996.0,Bronze
olist_usr_22738,996.0,Bronze
olist_usr_93726,996.0,Bronze
olist_usr_93375,996.0,Bronze
olist_usr_26719,996.0,Bronze
olist_usr_69807,996.0,Bronze
olist_usr_70161,996.0,Bronze
olist_usr_90748,996.0,Bronze
olist_usr_65120,996.0,Bronze
olist_usr_72099,996.0,Bronze
olist_usr_28610,996.0,Bronze
olist_usr_46069,996.0,Bronze
olist_usr_91141,996.0,Bronze
olist_usr_46419,996.0,Bronze
olist_usr_28220,996.0,Bronze
olist_usr_46724,996.0,Bronze
olist_usr_51644,996.0,Bronze
olist_usr_37020,996.0,Bronze
olist_usr_94482,996.0,Bronze
olist_usr_60539,996.0,Bronze
olist_usr_94170,996.0,Bronze
olist_usr_55485,996.0,Bronze
olist_usr_36468,996.0,Bronze
olist_usr_82445,996.0,Bronze
olist_usr_98475,996.0,Bronze
olist_usr_82884,996.0,Bronze
olist_usr_81533,996.0,Bronze
olist_usr_16775,996.0,Bronze
olist_usr_36991,996.0,Bronze
olist_usr_26956,996.0,Bronze
olist_usr_65387,996.0,Bronze
olist_usr_47275,996.0,Bronze
olist_usr_47481,996.0,Bronze
olist_usr_38210,996.0,Bronze
olist_usr_37841,996.0,Bronze
olist_usr_73327,996.0,Bronze
olist_usr_72830,996.0,Bronze
olist_usr_72415,996.0,Bronze
olist_usr_63649,996.0,Bronze
olist_usr_92844,996.0,Bronze
olist_usr_92392,996.0,Bronze
olist_usr_44890,996.0,Bronze
olist_usr_44611,996.0,Bronze
olist_usr_80746,996.0,Bronze
olist_usr_74930,996.0,Bronze
olist_usr_17582,996.0,Bronze
olist_usr_79053,996.0,Bronze
olist_usr_38875,996.0,Bronze
olist_usr_38355,996.0,Bronze
olist_usr_29654,996.0,Bronze
olist_usr_39152,996.0,Bronze
olist_usr_78140,996.0,Bronze
olist_usr_61542,996.0,Bronze
olist_usr_61275,996.0,Bronze
olist_usr_61332,996.0,Bronze
olist_usr_61894,996.0,Bronze
olist_usr_62140,996.0,Bronze
olist_usr_62463,996.0,Bronze
olist_usr_13972,996.0,Bronze
olist_usr_43831,996.0,Bronze
olist_usr_44075,996.0,Bronze
olist_usr_74551,996.0,Bronze
olist_usr_28764,996.0,Bronze
olist_usr_79214,996.0,Bronze
olist_usr_29958,996.0,Bronze
olist_usr_78334,996.0,Bronze
olist_usr_78203,996.0,Bronze
olist_usr_41980,996.0,Bronze
olist_usr_54790,996.0,Bronze
olist_usr_63137,996.0,Bronze
olist_usr_63467,996.0,Bronze
olist_usr_53114,996.0,Bronze
olist_usr_40396,996.0,Bronze
olist_usr_75681,996.0,Bronze
olist_usr_18418,996.0,Bronze
olist_usr_18556,996.0,Bronze
olist_usr_18715,996.0,Bronze
olist_usr_18012,996.0,Bronze
olist_usr_18203,996.0,Bronze
olist_usr_40519,996.0,Bronze
olist_usr_11706,996.0,Bronze
olist_usr_90067,996.0,Bronze
olist_usr_29416,996.0,Bronze
olist_usr_97458,996.0,Bronze
olist_usr_76024,996.0,Bronze
olist_usr_40816,996.0,Bronze
olist_usr_89229,996.0,Bronze
olist_usr_19144,996.0,Bronze
olist_usr_75317,996.0,Bronze
olist_usr_15164,996.0,Bronze
olist_usr_87354,996.0,Bronze
olist_usr_50653,996.0,Bronze
olist_usr_56876,996.0,Bronze
olist_usr_33051,996.0,Bronze
olist_usr_87762,996.0,Bronze
olist_usr_88084,996.0,Bronze
olist_usr_10254,996.0,Bronze
olist_usr_13868,986.6,Bronze
olist_usr_23531,975.5,Bronze
olist_usr_44261,967.9,Bronze
olist_usr_26551,959.4000000000001,Bronze
olist_usr_53420,958.7,Bronze
olist_usr_86591,950.6,Bronze
olist_usr_58001,949.5,Bronze
olist_usr_58122,949.5,Bronze
olist_usr_14590,949.5,Bronze
olist_usr_34544,949.5,Bronze
olist_usr_88271,949.5,Bronze
olist_usr_32586,949.5,Bronze
olist_usr_88966,949.5,Bronze
olist_usr_34696,949.5,Bronze
olist_usr_34610,949.5,Bronze
olist_usr_99294,949.5,Bronze
olist_usr_10100,949.5,Bronze
olist_usr_31340,949.5,Bronze
olist_usr_87774,949.5,Bronze
olist_usr_88137,949.5,Bronze
olist_usr_10339,949.5,Bronze
olist_usr_99860,949.5,Bronze
olist_usr_41485,949.5,Bronze
olist_usr_29173,949.5,Bronze
olist_usr_97585,949.5,Bronze
olist_usr_18802,949.5,Bronze
olist_usr_29449,949.5,Bronze
olist_usr_97597,949.5,Bronze
olist_usr_18360,949.5,Bronze
olist_usr_76611,949.5,Bronze
olist_usr_78495,949.5,Bronze
olist_usr_78524,949.5,Bronze
olist_usr_62924,949.5,Bronze
olist_usr_10063,949.5,Bronze
olist_usr_31237,949.5,Bronze
olist_usr_32791,949.5,Bronze
olist_usr_62384,949.5,Bronze
olist_usr_23416,949.5,Bronze
olist_usr_62810,949.5,Bronze
olist_usr_41679,949.5,Bronze
olist_usr_23823,949.5,Bronze
olist_usr_94194,949.5,Bronze
olist_usr_61339,949.5,Bronze
olist_usr_41535,949.5,Bronze
olist_usr_61969,949.5,Bronze
olist_usr_61538,949.5,Bronze
olist_usr_44604,949.5,Bronze
olist_usr_39974,949.5,Bronze
olist_usr_74608,949.5,Bronze
olist_usr_43779,949.5,Bronze
olist_usr_62195,949.5,Bronze
olist_usr_23891,949.5,Bronze
olist_usr_43124,949.5,Bronze
olist_usr_43314,949.5,Bronze
olist_usr_89870,949.5,Bronze
olist_usr_89889,949.5,Bronze
olist_usr_79495,949.5,Bronze
olist_usr_79058,949.5,Bronze
olist_usr_78837,949.5,Bronze
olist_usr_42059,949.5,Bronze
olist_usr_30353,949.5,Bronze
olist_usr_79859,949.5,Bronze
olist_usr_79616,949.5,Bronze
olist_usr_52668,949.5,Bronze
olist_usr_22992,949.5,Bronze
olist_usr_23302,949.5,Bronze
olist_usr_92511,949.5,Bronze
olist_usr_31471,949.5,Bronze
olist_usr_64354,949.5,Bronze
olist_usr_96180,949.5,Bronze
olist_usr_80632,949.5,Bronze
olist_usr_95913,949.5,Bronze
olist_usr_80529,949.5,Bronze
olist_usr_55580,949.5,Bronze
olist_usr_25704,949.5,Bronze
olist_usr_80624,949.5,Bronze
olist_usr_93985,949.5,Bronze
olist_usr_94369,949.5,Bronze
olist_usr_37386,949.5,Bronze
olist_usr_46833,949.5,Bronze
olist_usr_28319,949.5,Bronze
olist_usr_28141,949.5,Bronze
olist_usr_28405,949.5,Bronze
olist_usr_94724,949.5,Bronze
olist_usr_71645,949.5,Bronze
olist_usr_20112,949.5,Bronze
olist_usr_90684,949.5,Bronze
olist_usr_90506,949.5,Bronze
olist_usr_20607,949.5,Bronze
olist_usr_52124,949.5,Bronze
olist_usr_51453,949.5,Bronze
olist_usr_22540,949.5,Bronze
olist_usr_14069,949.5,Bronze
olist_usr_83098,949.5,Bronze
olist_usr_82928,949.5,Bronze
olist_usr_82807,949.5,Bronze
olist_usr_16121,949.5,Bronze
olist_usr_95733,949.5,Bronze
olist_usr_22011,949.5,Bronze
olist_usr_97180,949.5,Bronze
olist_usr_66875,949.5,Bronze
olist_usr_21085,949.5,Bronze
olist_usr_48280,949.5,Bronze
olist_usr_48441,949.5,Bronze
olist_usr_68989,949.5,Bronze
olist_usr_47952,949.5,Bronze
olist_usr_24099,949.5,Bronze
olist_usr_69797,949.5,Bronze
olist_usr_24245,949.5,Bronze
olist_usr_59357,949.5,Bronze
olist_usr_97889,949.5,Bronze
olist_usr_35490,949.5,Bronze
olist_usr_91793,949.5,Bronze
olist_usr_68219,949.5,Bronze
olist_usr_21414,949.5,Bronze
olist_usr_23950,949.5,Bronze
olist_usr_92203,949.5,Bronze
olist_usr_49884,949.5,Bronze
olist_usr_68676,949.5,Bronze
olist_usr_49648,949.5,Bronze
olist_usr_85866,949.5,Bronze
olist_usr_85038,949.5,Bronze
olist_usr_86687,949.5,Bronze
olist_usr_86574,949.5,Bronze
olist_usr_86051,949.5,Bronze
olist_usr_57213,949.5,Bronze
olist_usr_57188,949.5,Bronze
olist_usr_25014,949.5,Bronze
olist_usr_59325,949.5,Bronze
olist_usr_34002,949.5,Bronze
olist_usr_33826,949.5,Bronze
olist_usr_33665,949.5,Bronze
olist_usr_42544,939.6,Bronze
olist_usr_38063,938.0,Bronze
olist_usr_95839,938.0,Bronze
olist_usr_87271,936.0,Bronze
olist_usr_62233,909.3000000000001,Bronze
olist_usr_97157,889.1,Bronze
olist_usr_56323,867.2,Bronze
olist_usr_54867,866.5,Bronze
olist_usr_24141,840.5,Bronze
olist_usr_31310,840.5,Bronze
olist_usr_68369,840.0,Bronze
olist_usr_95990,840.0,Bronze
olist_usr_68769,840.0,Bronze
olist_usr_68022,840.0,Bronze
olist_usr_68335,840.0,Bronze
olist_usr_67964,840.0,Bronze
olist_usr_67522,840.0,Bronze
olist_usr_41979,840.0,Bronze
olist_usr_68103,840.0,Bronze
olist_usr_92594,840.0,Bronze
olist_usr_92462,840.0,Bronze
olist_usr_41293,840.0,Bronze
olist_usr_92351,840.0,Bronze
olist_usr_45175,840.0,Bronze
olist_usr_42161,840.0,Bronze
olist_usr_71323,840.0,Bronze
olist_usr_46155,840.0,Bronze
olist_usr_20705,840.0,Bronze
olist_usr_30264,840.0,Bronze
olist_usr_66714,840.0,Bronze
olist_usr_66270,840.0,Bronze
olist_usr_66257,840.0,Bronze
olist_usr_66093,840.0,Bronze
olist_usr_22516,840.0,Bronze
olist_usr_20274,840.0,Bronze
olist_usr_22343,840.0,Bronze
olist_usr_13518,840.0,Bronze
olist_usr_13671,840.0,Bronze
olist_usr_91313,840.0,Bronze
olist_usr_90490,840.0,Bronze
olist_usr_27674,840.0,Bronze
olist_usr_46822,840.0,Bronze
olist_usr_13668,840.0,Bronze
olist_usr_93561,840.0,Bronze
olist_usr_95778,840.0,Bronze
olist_usr_94483,840.0,Bronze
olist_usr_95058,840.0,Bronze
olist_usr_12673,840.0,Bronze
olist_usr_94388,840.0,Bronze
olist_usr_13062,840.0,Bronze
olist_usr_68986,840.0,Bronze
olist_usr_73853,840.0,Bronze
olist_usr_74052,840.0,Bronze
olist_usr_74206,840.0,Bronze
olist_usr_36507,840.0,Bronze
olist_usr_73368,840.0,Bronze
olist_usr_36850,840.0,Bronze
olist_usr_30760,840.0,Bronze
olist_usr_88926,840.0,Bronze
olist_usr_73556,840.0,Bronze
olist_usr_73503,840.0,Bronze
olist_usr_64969,840.0,Bronze
olist_usr_73690,840.0,Bronze
olist_usr_49678,840.0,Bronze
olist_usr_48660,840.0,Bronze
olist_usr_48389,840.0,Bronze
olist_usr_89811,840.0,Bronze
olist_usr_63846,840.0,Bronze
olist_usr_38620,840.0,Bronze
olist_usr_87313,840.0,Bronze
olist_usr_26923,840.0,Bronze
olist_usr_26860,840.0,Bronze
olist_usr_26820,840.0,Bronze
olist_usr_50779,840.0,Bronze
olist_usr_41063,840.0,Bronze
olist_usr_90382,840.0,Bronze
olist_usr_90266,840.0,Bronze
olist_usr_19153,840.0,Bronze
olist_usr_64780,840.0,Bronze
olist_usr_64325,840.0,Bronze
olist_usr_22965,840.0,Bronze
olist_usr_22911,840.0,Bronze
olist_usr_49708,840.0,Bronze
olist_usr_38481,840.0,Bronze
olist_usr_63570,840.0,Bronze
olist_usr_23440,840.0,Bronze
olist_usr_63448,840.0,Bronze
olist_usr_87229,840.0,Bronze
olist_usr_87154,840.0,Bronze
olist_usr_87115,840.0,Bronze
olist_usr_62634,840.0,Bronze
olist_usr_86008,840.0,Bronze
olist_usr_85998,840.0,Bronze
olist_usr_85979,840.0,Bronze
olist_usr_33807,840.0,Bronze
olist_usr_88649,840.0,Bronze
olist_usr_14521,840.0,Bronze
olist_usr_14987,840.0,Bronze
olist_usr_86199,840.0,Bronze
olist_usr_53780,840.0,Bronze
olist_usr_53758,840.0,Bronze
olist_usr_40352,840.0,Bronze
olist_usr_26257,840.0,Bronze
olist_usr_15461,840.0,Bronze
olist_usr_84332,840.0,Bronze
olist_usr_34520,840.0,Bronze
olist_usr_15585,840.0,Bronze
olist_usr_52882,840.0,Bronze
olist_usr_26318,840.0,Bronze
olist_usr_76802,840.0,Bronze
olist_usr_75123,840.0,Bronze
olist_usr_75057,840.0,Bronze
olist_usr_75000,840.0,Bronze
olist_usr_74849,840.0,Bronze
olist_usr_92341,840.0,Bronze
olist_usr_23587,840.0,Bronze
olist_usr_18459,840.0,Bronze
olist_usr_18527,840.0,Bronze
olist_usr_76421,840.0,Bronze
olist_usr_30897,840.0,Bronze
olist_usr_55970,840.0,Bronze
olist_usr_39870,840.0,Bronze
olist_usr_34919,840.0,Bronze
olist_usr_54550,840.0,Bronze
olist_usr_54456,840.0,Bronze
olist_usr_23790,840.0,Bronze
olist_usr_54293,840.0,Bronze
olist_usr_60736,840.0,Bronze
olist_usr_77581,840.0,Bronze
olist_usr_29749,840.0,Bronze
olist_usr_35015,840.0,Bronze
olist_usr_60622,840.0,Bronze
olist_usr_24075,840.0,Bronze
olist_usr_24060,840.0,Bronze
olist_usr_57470,840.0,Bronze
olist_usr_40134,840.0,Bronze
olist_usr_82257,840.0,Bronze
olist_usr_81859,840.0,Bronze
olist_usr_16732,840.0,Bronze
olist_usr_31497,840.0,Bronze
olist_usr_34448,840.0,Bronze
olist_usr_84070,840.0,Bronze
olist_usr_83396,840.0,Bronze
olist_usr_60382,840.0,Bronze
olist_usr_59869,840.0,Bronze
olist_usr_77434,840.0,Bronze
olist_usr_34932,840.0,Bronze
olist_usr_79833,840.0,Bronze
olist_usr_79914,840.0,Bronze
olist_usr_79222,840.0,Bronze
olist_usr_79368,840.0,Bronze
olist_usr_80775,840.0,Bronze
olist_usr_80442,840.0,Bronze
olist_usr_16982,840.0,Bronze
olist_usr_79288,840.0,Bronze
olist_usr_80148,840.0,Bronze
olist_usr_24197,840.0,Bronze
olist_usr_59229,840.0,Bronze
olist_usr_59214,840.0,Bronze
olist_usr_58352,840.0,Bronze
olist_usr_24853,840.0,Bronze
olist_usr_98383,840.0,Bronze
olist_usr_79178,840.0,Bronze
olist_usr_11415,840.0,Bronze
olist_usr_97798,840.0,Bronze
olist_usr_42691,840.0,Bronze
olist_usr_43380,840.0,Bronze
olist_usr_96639,840.0,Bronze
olist_usr_96395,840.0,Bronze
olist_usr_96234,840.0,Bronze
olist_usr_96700,840.0,Bronze
olist_usr_32972,840.0,Bronze
olist_usr_32844,840.0,Bronze
olist_usr_44713,840.0,Bronze
olist_usr_41772,840.0,Bronze
olist_usr_42559,840.0,Bronze
olist_usr_99282,840.0,Bronze
olist_usr_10178,840.0,Bronze
olist_usr_10315,840.0,Bronze
olist_usr_27564,839.4,Bronze
olist_usr_59217,837.9,Bronze
olist_usr_75524,809.0,Bronze
olist_usr_90855,806.9,Bronze
olist_usr_41305,802.0,Bronze
olist_usr_57609,797.5,Bronze
olist_usr_28642,778.7,Bronze
olist_usr_42956,778.0,Bronze
