id_pedido,id_cliente,data_compra,produto_categoria,quantidade,preco_unitario,regiao_entrega
olist_ord_01396,olist_usr_12703,2026-04-03 00:00:00,moveis_decoracao,2,189.9,Norte
olist_ord_01397,olist_usr_86687,2026-04-24 00:00:00,moveis_decoracao,5,189.9,Centro-Oeste
olist_ord_01398,olist_usr_61570,2026-03-07 00:00:00,   moveis_decoracao   ,1,189.9,Norte
olist_ord_01399,olist_usr_79683,2026-04-29 00:00:00,relogios_presentes,3,420.0,Sul
olist_ord_01400,olist_usr_75524,2026-02-22 00:00:00,relogios_presentes,1,420.0,Centro-Oeste
olist_ord_01401,olist_usr_44515,2026-03-13 00:00:00,   automotivo   ,5,249.0,Nordeste
olist_ord_01402,olist_usr_83768,2026-03-19 00:00:00,informatica_acessorios,3,389.0,Nordeste
olist_ord_01403,olist_usr_25151,2026-06-11 00:00:00,beleza_saude,3,129.9,Centro-Oeste
olist_ord_01404,olist_usr_85866,2026-03-15 00:00:00,moveis_decoracao,5,189.9,Centro-Oeste
olist_ord_01405,olist_usr_59190,2026-03-13 00:00:00,   automotivo   ,5,249.0,Sudeste
olist_ord_01406,olist_usr_86812,2026-01-13 00:00:00,informatica_acessorios,2,389.0,Centro-Oeste
olist_ord_01407,olist_usr_66195,2026-02-28 00:00:00,beleza_saude,5,129.9,Sudeste
olist_ord_01408,olist_usr_74108,2026-02-01 00:00:00,   utilidades_domesticas   ,4,59.9,Sudeste
olist_ord_01409,olist_usr_28535,2026-03-24 00:00:00,cama_mesa_banho,5,95.5,Sudeste
olist_ord_01410,olist_usr_53050,2026-04-30 00:00:00,relogios_presentes,4,420.0,Sudeste
olist_ord_01411,olist_usr_42976,2026-02-23 00:00:00,utilidades_domesticas,5,59.9,Sul
olist_ord_01412,olist_usr_10599,2026-01-02 00:00:00,beleza_saude,2,129.9,Nordeste
olist_ord_01413,olist_usr_67948,2026-04-28 00:00:00,utilidades_domesticas,4,59.9,Sudeste
olist_ord_01414,olist_usr_69867,2026-02-06 00:00:00,cama_mesa_banho,1,95.5,Nordeste
olist_ord_01415,olist_usr_13709,2026-04-07 00:00:00,automotivo,4,249.0,Sudeste
olist_ord_01416,olist_usr_34110,2026-04-13 00:00:00,beleza_saude,2,129.9,  Nordeste 
olist_ord_01417,olist_usr_59365,2026-04-24 00:00:00,   utilidades_domesticas   ,4,59.9,Centro-Oeste
olist_ord_01418,olist_usr_15723,2026-06-10 00:00:00,relogios_presentes,5,420.0,  Centro-Oeste 
olist_ord_01419,olist_usr_65704,2026-01-01 00:00:00,   relogios_presentes   ,5,420.0,Nordeste
olist_ord_01420,olist_usr_37394,2026-05-08 00:00:00,informatica_acessorios,2,389.0,Sudeste
olist_ord_01421,olist_usr_74120,2026-04-13 00:00:00,utilidades_domesticas,3,59.9,Sul
olist_ord_01422,,2026-06-05 00:00:00,moveis_decoracao,5,189.9,Nordeste
olist_ord_01423,olist_usr_32622,2026-05-25 00:00:00,utilidades_domesticas,75,59.9,Norte
olist_ord_01424,olist_usr_34844,2026-02-26 00:00:00,automotivo,2,249.0,Sul
olist_ord_01425,olist_usr_61560,2026-03-11 00:00:00,beleza_saude,4,129.9,Norte
olist_ord_01426,olist_usr_69921,2026-06-29 00:00:00,beleza_saude,4,129.9,Nordeste
olist_ord_01427,olist_usr_31162,2026-02-13 00:00:00,automotivo,1,249.0,Sudeste
olist_ord_01428,olist_usr_38833,2026-06-24 00:00:00,utilidades_domesticas,5,59.9,Norte
olist_ord_01429,olist_usr_27206,2026-05-21 00:00:00,   automotivo   ,2,249.0,Nordeste
olist_ord_01430,olist_usr_61747,2026-03-17 00:00:00,cama_mesa_banho,1,95.5,Sul
olist_ord_01431,,2026-06-07 00:00:00,automotivo,5,249.0,  Sudeste 
olist_ord_01432,olist_usr_87195,2026-03-26 00:00:00,relogios_presentes,2,420.0,  Norte 
olist_ord_01433,olist_usr_65387,2026-03-07 00:00:00,automotivo,4,249.0,Nordeste
olist_ord_01434,olist_usr_35226,2026-02-22 00:00:00,beleza_saude,2,129.9,Sudeste
olist_ord_01435,olist_usr_16500,2026-01-18 00:00:00,relogios_presentes,3,420.0,Sudeste
olist_ord_01436,olist_usr_11634,2026-01-28 00:00:00,beleza_saude,2,129.9,Centro-Oeste
olist_ord_01437,olist_usr_24059,2026-05-12 00:00:00,   informatica_acessorios   ,3,389.0,Sudeste
olist_ord_01438,olist_usr_80350,2026-02-11 00:00:00,moveis_decoracao,2,189.9,  Nordeste 
olist_ord_01439,olist_usr_14076,2026-05-06 00:00:00,beleza_saude,3,129.9,  Sul 
olist_ord_01440,olist_usr_48210,2026-04-27 00:00:00,relogios_presentes,4,420.0,Centro-Oeste
olist_ord_01441,olist_usr_35931,2026-05-14 00:00:00,informatica_acessorios,5,389.0,Nordeste
olist_ord_01442,olist_usr_42007,2026-04-12 00:00:00,beleza_saude,3,129.9,Nordeste
olist_ord_01443,olist_usr_32744,2026-05-17 00:00:00,cama_mesa_banho,3,95.5,Nordeste
olist_ord_01444,olist_usr_40396,2026-05-28 00:00:00,automotivo,4,249.0,Norte
olist_ord_01445,olist_usr_98619,2026-02-07 00:00:00,moveis_decoracao,3,189.9,Norte
olist_ord_01446,olist_usr_59954,2026-02-19 00:00:00,   beleza_saude   ,1,129.9,Sul
olist_ord_01447,olist_usr_76038,2026-03-01 00:00:00,informatica_acessorios,4,389.0,  Nordeste 
olist_ord_01448,olist_usr_22756,2026-05-21 00:00:00,cama_mesa_banho,1,95.5,Norte
olist_ord_01449,olist_usr_89798,2026-04-29 00:00:00,utilidades_domesticas,4,59.9,Norte
olist_ord_01450,olist_usr_20605,2026-04-09 00:00:00,   informatica_acessorios   ,3,389.0,  Norte 
olist_ord_01451,olist_usr_32416,2026-04-04 00:00:00,automotivo,1,249.0,Sul
olist_ord_01452,olist_usr_66558,2026-06-19 00:00:00,   informatica_acessorios   ,3,389.0,Sul
olist_ord_01453,olist_usr_47487,2026-03-09 00:00:00,cama_mesa_banho,4,95.5,Nordeste
olist_ord_01454,olist_usr_12870,2026-06-02 00:00:00,informatica_acessorios,-2,389.0,Centro-Oeste
olist_ord_01455,olist_usr_14758,2026-06-08 00:00:00,cama_mesa_banho,1,95.5,Nordeste
olist_ord_01456,olist_usr_48736,2026-05-20 00:00:00,beleza_saude,1,129.9,Norte
olist_ord_01457,olist_usr_87195,2026-03-05 00:00:00,cama_mesa_banho,3,95.5,Norte
olist_ord_01458,olist_usr_75138,2026-03-20 00:00:00,cama_mesa_banho,2,95.5,Sudeste
olist_ord_01459,olist_usr_60250,2026-02-22 00:00:00,,4,189.9,Nordeste
olist_ord_01460,olist_usr_50558,2026-01-26 00:00:00,cama_mesa_banho,4,95.5,Norte
olist_ord_01461,olist_usr_63092,2026-05-18 00:00:00,cama_mesa_banho,3,95.5,Norte
olist_ord_01462,olist_usr_85121,2026-05-20 00:00:00,utilidades_domesticas,2,59.9,Centro-Oeste
olist_ord_01463,olist_usr_65604,2026-05-30 00:00:00,beleza_saude,1,129.9,Sudeste
olist_ord_01464,olist_usr_47039,2026-01-21 00:00:00,automotivo,5,249.0,Nordeste
olist_ord_01465,olist_usr_79859,2026-06-12 00:00:00,moveis_decoracao,5,189.9,  Sul 
olist_ord_01466,olist_usr_58745,2026-03-12 00:00:00,utilidades_domesticas,3,59.9,Nordeste
olist_ord_01467,olist_usr_15461,2026-03-23 00:00:00,relogios_presentes,2,420.0,Nordeste
olist_ord_01468,olist_usr_50831,2026-06-04 00:00:00,beleza_saude,2,129.9,Centro-Oeste
olist_ord_01469,olist_usr_61137,2026-03-01 00:00:00,beleza_saude,4,129.9,Nordeste
olist_ord_01470,olist_usr_44030,2026-04-09 00:00:00,relogios_presentes,1,420.0,Centro-Oeste
olist_ord_01471,olist_usr_15731,2026-02-16 00:00:00,automotivo,2,249.0,Centro-Oeste
olist_ord_01472,olist_usr_31500,2026-05-23 00:00:00,cama_mesa_banho,5,95.5,Norte
olist_ord_01473,olist_usr_85439,2026-01-24 00:00:00,,1,59.9,Sul
olist_ord_01474,olist_usr_43117,2026-01-10 00:00:00,informatica_acessorios,1,389.0,Centro-Oeste
olist_ord_01475,olist_usr_41174,2026-04-30 00:00:00,moveis_decoracao,3,189.9,  Sudeste 
olist_ord_01476,olist_usr_43208,2026-06-01 00:00:00,informatica_acessorios,80,389.0,Sudeste
olist_ord_01477,olist_usr_94728,2026-03-29 00:00:00,   relogios_presentes   ,3,420.0,Sul
olist_ord_01478,olist_usr_89435,2026-04-14 00:00:00,beleza_saude,-2,129.9,Centro-Oeste
olist_ord_01479,olist_usr_94482,2026-05-04 00:00:00,automotivo,4,249.0,Sul
olist_ord_01480,olist_usr_78688,2026-02-03 00:00:00,beleza_saude,3,129.9,Norte
olist_ord_01481,olist_usr_35960,2026-02-10 00:00:00,moveis_decoracao,3,189.9,  Sudeste 
olist_ord_01482,olist_usr_20247,2026-06-17 00:00:00,   beleza_saude   ,5,129.9,Nordeste
olist_ord_01483,olist_usr_36038,2026-01-11 00:00:00,beleza_saude,3,129.9,Sudeste
olist_ord_01484,olist_usr_37770,2026-01-01 00:00:00,moveis_decoracao,2,189.9,Centro-Oeste
olist_ord_01485,olist_usr_82485,2026-06-07 00:00:00,utilidades_domesticas,5,59.9,Sul
olist_ord_01486,olist_usr_74654,2026-06-20 00:00:00,utilidades_domesticas,3,59.9,Sudeste
olist_ord_01487,olist_usr_77741,2026-03-23 00:00:00,moveis_decoracao,3,189.9,Nordeste
olist_ord_01488,olist_usr_67773,2026-01-26 00:00:00,automotivo,-2,249.0,  Nordeste 
olist_ord_01489,olist_usr_93391,2026-02-22 00:00:00,   relogios_presentes   ,3,420.0,Sul
olist_ord_01490,olist_usr_62633,2026-05-05 00:00:00,beleza_saude,1,129.9,Sul
olist_ord_01491,olist_usr_29564,2026-06-24 00:00:00,automotivo,5,249.0,  Sudeste 
olist_ord_01492,olist_usr_88669,2026-01-09 00:00:00,beleza_saude,1,129.9,Centro-Oeste
olist_ord_01493,olist_usr_28114,2026-01-09 00:00:00,relogios_presentes,5,420.0,Norte
olist_ord_01494,olist_usr_42803,2026-05-09 00:00:00,utilidades_domesticas,4,59.9,Nordeste
olist_ord_01495,olist_usr_69341,2026-06-21 00:00:00,automotivo,3,249.0,Sul
olist_ord_01496,olist_usr_33545,2026-02-28 00:00:00,   cama_mesa_banho   ,3,95.5,Norte
olist_ord_01497,olist_usr_72759,2026-04-16 00:00:00,cama_mesa_banho,3,95.5,Norte
olist_ord_01498,olist_usr_86488,2026-06-28 00:00:00,cama_mesa_banho,5,95.5,Norte
olist_ord_01499,olist_usr_78071,2026-05-05 00:00:00,utilidades_domesticas,3,59.9,Centro-Oeste
olist_ord_01500,olist_usr_63866,2026-01-16 00:00:00,utilidades_domesticas,1,59.9,Sul
olist_ord_01501,olist_usr_80499,2026-02-07 00:00:00,relogios_presentes,3,420.0,Nordeste
olist_ord_01502,olist_usr_88243,2026-05-19 00:00:00,beleza_saude,4,129.9,Sul
olist_ord_01503,olist_usr_73153,2026-06-02 00:00:00,relogios_presentes,1,420.0,Sudeste
olist_ord_01504,olist_usr_22860,2026-02-28 00:00:00,relogios_presentes,3,420.0,Nordeste
olist_ord_01505,olist_usr_89783,2026-01-29 00:00:00,   utilidades_domesticas   ,69,59.9,Sul
olist_ord_01506,olist_usr_92946,2026-06-17 00:00:00,   cama_mesa_banho   ,2,0.0,Nordeste
olist_ord_01507,olist_usr_27670,2026-01-08 00:00:00,informatica_acessorios,5,389.0,  Sudeste 
olist_ord_01508,olist_usr_94766,2026-04-08 00:00:00,beleza_saude,1,129.9,Nordeste
olist_ord_01509,olist_usr_51280,2026-05-14 00:00:00,utilidades_domesticas,2,59.9,Norte
olist_ord_01510,olist_usr_99694,2026-06-22 00:00:00,cama_mesa_banho,4,95.5,Centro-Oeste
olist_ord_01511,olist_usr_71439,2026-04-19 00:00:00,automotivo,5,249.0,Sudeste
olist_ord_01512,,2026-04-18 00:00:00,informatica_acessorios,1,389.0,Nordeste
olist_ord_01513,olist_usr_45061,2026-05-29 00:00:00,informatica_acessorios,3,389.0,Sudeste
olist_ord_01514,olist_usr_60764,2026-02-26 00:00:00,utilidades_domesticas,1,59.9,Norte
olist_ord_01515,olist_usr_33810,2026-03-17 00:00:00,moveis_decoracao,3,189.9,Centro-Oeste
olist_ord_01516,olist_usr_55588,2026-04-23 00:00:00,beleza_saude,5,129.9,Sudeste
olist_ord_01517,olist_usr_25933,2026-01-06 00:00:00,informatica_acessorios,3,389.0,Norte
olist_ord_01518,olist_usr_40034,2026-05-04 00:00:00,utilidades_domesticas,4,0.0,Norte
olist_ord_01519,olist_usr_11947,2026-05-14 00:00:00,utilidades_domesticas,3,59.9,  Norte 
olist_ord_01520,olist_usr_29715,2026-02-22 00:00:00,cama_mesa_banho,4,95.5,Nordeste
olist_ord_01521,olist_usr_40956,2026-05-12 00:00:00,   automotivo   ,5,249.0,Sul
olist_ord_01522,olist_usr_97180,2026-01-09 00:00:00,moveis_decoracao,5,189.9,Sudeste
olist_ord_01523,olist_usr_90846,2026-03-10 00:00:00,beleza_saude,1,129.9,Sul
olist_ord_01524,olist_usr_97986,2026-03-15 00:00:00,relogios_presentes,4,420.0,Norte
olist_ord_01525,olist_usr_26303,DATA_INVALIDA_SISTEMA,automotivo,4,249.0,Sul
olist_ord_01526,olist_usr_34031,2026-03-28 00:00:00,automotivo,2,249.0,Norte
olist_ord_01527,olist_usr_97389,2026-01-04 00:00:00,cama_mesa_banho,2,95.5,Norte
olist_ord_01528,olist_usr_27977,2026-02-06 00:00:00,informatica_acessorios,2,389.0,Centro-Oeste
olist_ord_01529,olist_usr_52707,2026-03-12 00:00:00,informatica_acessorios,3,389.0,Centro-Oeste
olist_ord_01530,olist_usr_24465,2026-01-06 00:00:00,cama_mesa_banho,2,95.5,Sul
olist_ord_01531,olist_usr_85761,2026-02-20 00:00:00,utilidades_domesticas,4,59.9,Sudeste
olist_ord_01532,olist_usr_26640,2026-04-09 00:00:00,informatica_acessorios,3,389.0,Sul
olist_ord_01533,olist_usr_41535,2026-06-27 00:00:00,moveis_decoracao,5,189.9,Sudeste
olist_ord_01534,olist_usr_49280,2026-04-06 00:00:00,beleza_saude,1,129.9,Sul
olist_ord_01535,olist_usr_12991,2026-05-22 00:00:00,automotivo,2,249.0,  Nordeste 
olist_ord_01536,olist_usr_27801,2026-01-11 00:00:00,automotivo,5,249.0,Nordeste
olist_ord_01537,olist_usr_99680,2026-01-10 00:00:00,moveis_decoracao,4,189.9,Sudeste
olist_ord_01538,olist_usr_17965,2026-01-13 00:00:00,   informatica_acessorios   ,93,389.0,Centro-Oeste
olist_ord_01539,olist_usr_23730,2026-05-01 00:00:00,automotivo,5,249.0,Sudeste
olist_ord_01540,olist_usr_39553,2026-06-11 00:00:00,relogios_presentes,1,420.0,Sul
olist_ord_01541,olist_usr_18301,2026-03-01 00:00:00,beleza_saude,2,129.9,  Norte 
olist_ord_01542,olist_usr_28936,2026-06-28 00:00:00,beleza_saude,4,129.9,  Nordeste 
olist_ord_01543,olist_usr_24155,2026-01-05 00:00:00,   automotivo   ,1,249.0,  Norte 
olist_ord_01544,olist_usr_96653,2026-06-09 00:00:00,cama_mesa_banho,5,95.5,Nordeste
olist_ord_01545,olist_usr_58848,2026-01-12 00:00:00,automotivo,2,249.0,Sul
olist_ord_01546,olist_usr_12042,2026-06-29 00:00:00,cama_mesa_banho,2,95.5,Nordeste
olist_ord_01547,olist_usr_28565,2026-05-21 00:00:00,automotivo,5,249.0,Sudeste
olist_ord_01548,olist_usr_57602,2026-03-26 00:00:00,relogios_presentes,5,420.0,Norte
olist_ord_01549,olist_usr_47260,2026-04-27 00:00:00,utilidades_domesticas,1,59.9,Norte
olist_ord_01550,olist_usr_46326,2026-05-02 00:00:00,beleza_saude,3,129.9,Sul
olist_ord_01551,olist_usr_52581,2026-02-10 00:00:00,automotivo,2,249.0,Norte
olist_ord_01552,olist_usr_13658,2026-02-17 00:00:00,relogios_presentes,1,420.0,Sul
olist_ord_01553,olist_usr_91855,2026-02-20 00:00:00,cama_mesa_banho,5,95.5,Centro-Oeste
olist_ord_01554,olist_usr_94614,2026-06-24 00:00:00,cama_mesa_banho,1,95.5,Sudeste
olist_ord_01555,olist_usr_47548,2026-06-27 00:00:00,beleza_saude,5,129.9,Nordeste
olist_ord_01556,olist_usr_29668,2026-04-28 00:00:00,   moveis_decoracao   ,4,189.9,Nordeste
olist_ord_01557,olist_usr_50285,2026-04-06 00:00:00,automotivo,5,249.0,  Nordeste 
olist_ord_01558,olist_usr_32546,2026-03-17 00:00:00,informatica_acessorios,5,389.0,Centro-Oeste
olist_ord_01559,olist_usr_47874,2026-02-15 00:00:00,cama_mesa_banho,5,95.5,Sudeste
olist_ord_01560,olist_usr_61318,2026-04-10 00:00:00,utilidades_domesticas,3,59.9,Norte
olist_ord_01561,olist_usr_47165,2026-02-07 00:00:00,utilidades_domesticas,5,59.9,Norte
olist_ord_01562,olist_usr_72970,2026-04-02 00:00:00,   cama_mesa_banho   ,2,95.5,Sudeste
olist_ord_01563,olist_usr_66820,2026-05-21 00:00:00,moveis_decoracao,2,189.9,Sudeste
olist_ord_01564,olist_usr_55411,2026-05-30 00:00:00,moveis_decoracao,1,189.9,Nordeste
olist_ord_01565,olist_usr_90358,2026-05-10 00:00:00,relogios_presentes,3,420.0,Norte
olist_ord_01566,olist_usr_95312,2026-04-03 00:00:00,utilidades_domesticas,1,59.9,Sudeste
olist_ord_01567,olist_usr_85998,2026-03-18 00:00:00,relogios_presentes,2,420.0,Norte
olist_ord_01568,olist_usr_46479,2026-01-13 00:00:00,utilidades_domesticas,2,59.9,Sudeste
olist_ord_01569,olist_usr_49906,2026-02-26 00:00:00,   automotivo   ,4,249.0,Sul
olist_ord_01570,olist_usr_83198,2026-06-11 00:00:00,automotivo,5,249.0,Nordeste
olist_ord_01571,olist_usr_82940,2026-05-27 00:00:00,informatica_acessorios,2,389.0,Sudeste
olist_ord_01572,olist_usr_52605,2026-05-17 00:00:00,automotivo,1,249.0,Centro-Oeste
olist_ord_01573,olist_usr_19542,2026-04-26 00:00:00,informatica_acessorios,1,389.0,Sudeste
olist_ord_01574,olist_usr_91440,2026-04-05 00:00:00,automotivo,5,249.0,Sul
olist_ord_01575,olist_usr_37774,2026-06-10 00:00:00,beleza_saude,5,129.9,Centro-Oeste
olist_ord_01576,olist_usr_18556,2026-06-04 00:00:00,automotivo,4,249.0,Centro-Oeste
olist_ord_01577,olist_usr_56123,2026-06-22 00:00:00,relogios_presentes,3,420.0,Sudeste
olist_ord_01578,olist_usr_88342,2026-05-10 00:00:00,cama_mesa_banho,1,95.5,Sul
olist_ord_01579,olist_usr_52586,2026-03-20 00:00:00,relogios_presentes,5,420.0,Centro-Oeste
olist_ord_01580,olist_usr_24864,2026-02-26 00:00:00,cama_mesa_banho,73,95.5,Nordeste
olist_ord_01581,olist_usr_68989,2026-04-05 00:00:00,moveis_decoracao,5,189.9,Nordeste
olist_ord_01582,olist_usr_66093,2026-02-26 00:00:00,   relogios_presentes   ,2,420.0,Norte
olist_ord_01583,olist_usr_43749,2026-05-24 00:00:00,moveis_decoracao,1,189.9,Norte
olist_ord_01584,olist_usr_69739,2026-04-17 00:00:00,informatica_acessorios,2,389.0,Sul
olist_ord_01585,olist_usr_52996,2026-03-20 00:00:00,informatica_acessorios,1,389.0,Centro-Oeste
olist_ord_01586,olist_usr_27305,2026-05-14 00:00:00,beleza_saude,3,129.9,Nordeste
olist_ord_01587,olist_usr_87474,2026-01-14 00:00:00,automotivo,90,249.0,Nordeste
olist_ord_01588,olist_usr_26318,2026-01-27 00:00:00,relogios_presentes,2,420.0,Sul
olist_ord_01589,olist_usr_62810,2026-02-07 00:00:00,moveis_decoracao,5,189.9,Centro-Oeste
olist_ord_01590,olist_usr_95915,2026-05-27 00:00:00,cama_mesa_banho,3,95.5,  Sul 
olist_ord_01591,olist_usr_47820,2026-06-14 00:00:00,informatica_acessorios,1,389.0,Sudeste
olist_ord_01592,olist_usr_71800,2026-05-07 00:00:00,automotivo,2,249.0,Nordeste
olist_ord_01593,olist_usr_80942,2026-01-04 00:00:00,informatica_acessorios,1,389.0,Sul
olist_ord_01594,olist_usr_30661,2026-02-27 00:00:00,cama_mesa_banho,1,95.5,Sul
olist_ord_01595,olist_usr_93394,2026-05-17 00:00:00,automotivo,1,249.0,Sudeste
olist_ord_01596,olist_usr_40816,2026-04-23 00:00:00,automotivo,4,249.0,Norte
olist_ord_01597,olist_usr_22850,2026-06-17 00:00:00,moveis_decoracao,4,189.9,Nordeste
olist_ord_01598,olist_usr_88137,2026-05-23 00:00:00,moveis_decoracao,5,189.9,Sul
olist_ord_01599,olist_usr_75057,2026-01-04 00:00:00,relogios_presentes,2,420.0,Nordeste
olist_ord_01600,olist_usr_49866,2026-02-21 00:00:00,relogios_presentes,3,420.0,  Norte 
olist_ord_01601,olist_usr_36644,2026-05-26 00:00:00,utilidades_domesticas,3,59.9,Sul
olist_ord_01602,olist_usr_62919,2026-04-09 00:00:00,utilidades_domesticas,3,59.9,Sudeste
olist_ord_01603,olist_usr_37428,2026-06-18 00:00:00,,1,129.9,Nordeste
olist_ord_01604,olist_usr_68491,2026-04-03 00:00:00,informatica_acessorios,4,389.0,Sudeste
olist_ord_01605,olist_usr_43380,2026-04-27 00:00:00,relogios_presentes,2,420.0,Norte
olist_ord_01606,olist_usr_82822,2026-01-04 00:00:00,moveis_decoracao,1,189.9,Norte
olist_ord_01607,olist_usr_85604,2026-03-26 00:00:00,cama_mesa_banho,4,95.5,Nordeste
olist_ord_01608,olist_usr_85341,2026-06-16 00:00:00,   moveis_decoracao   ,4,189.9,Norte
olist_ord_01609,olist_usr_13017,2026-01-07 00:00:00,   informatica_acessorios   ,2,389.0,Centro-Oeste
olist_ord_01610,olist_usr_96708,2026-05-05 00:00:00,utilidades_domesticas,2,59.9,Nordeste
olist_ord_01611,olist_usr_19926,2026-05-31 00:00:00,moveis_decoracao,2,189.9,Centro-Oeste
olist_ord_01612,olist_usr_54508,2026-03-26 00:00:00,beleza_saude,1,129.9,Norte
olist_ord_01613,olist_usr_33486,2026-03-04 00:00:00,informatica_acessorios,5,389.0,Nordeste
olist_ord_01614,olist_usr_39511,2026-05-03 00:00:00,utilidades_domesticas,2,59.9,Centro-Oeste
olist_ord_01615,olist_usr_20002,2026-06-18 00:00:00,cama_mesa_banho,5,95.5,Norte
olist_ord_01616,olist_usr_58586,2026-03-30 00:00:00,utilidades_domesticas,1,59.9,Sul
olist_ord_01617,olist_usr_78737,2026-04-05 00:00:00,automotivo,5,249.0,Sul
olist_ord_01618,olist_usr_74668,2026-04-29 00:00:00,beleza_saude,3,129.9,Sudeste
olist_ord_01619,olist_usr_37048,2026-02-13 00:00:00,informatica_acessorios,5,389.0,  Sul 
olist_ord_01620,olist_usr_50324,2026-04-12 00:00:00,cama_mesa_banho,2,95.5,Centro-Oeste
olist_ord_01621,olist_usr_76877,2026-02-14 00:00:00,beleza_saude,1,129.9,Sul
olist_ord_01622,olist_usr_89517,2026-04-27 00:00:00,utilidades_domesticas,2,59.9,  Nordeste 
olist_ord_01623,olist_usr_84232,2026-02-20 00:00:00,beleza_saude,3,129.9,Nordeste
olist_ord_01624,olist_usr_24525,2026-03-06 00:00:00,   informatica_acessorios   ,2,389.0,Nordeste
olist_ord_01625,olist_usr_62634,2026-02-23 00:00:00,   relogios_presentes   ,2,420.0,Sul
olist_ord_01626,olist_usr_71491,2026-03-13 00:00:00,beleza_saude,2,129.9,  Sul 
olist_ord_01627,olist_usr_15565,2026-04-30 00:00:00,automotivo,4,249.0,Sudeste
olist_ord_01628,olist_usr_90483,2026-06-17 00:00:00,beleza_saude,3,129.9,Norte
olist_ord_01629,olist_usr_82053,2026-05-23 00:00:00,utilidades_domesticas,2,59.9,Sudeste
olist_ord_01630,olist_usr_24287,2026-01-19 00:00:00,utilidades_domesticas,2,59.9,Centro-Oeste
olist_ord_01631,olist_usr_87365,2026-01-10 00:00:00,cama_mesa_banho,2,95.5,  Nordeste 
olist_ord_01632,olist_usr_12422,2026-01-16 00:00:00,utilidades_domesticas,1,59.9,  Sul 
olist_ord_01633,olist_usr_39060,2026-06-20 00:00:00,moveis_decoracao,4,189.9,Norte
olist_ord_01634,olist_usr_51633,2026-06-08 00:00:00,informatica_acessorios,1,389.0,Norte
olist_ord_01635,olist_usr_81521,2026-04-18 00:00:00,informatica_acessorios,4,389.0,Sul
olist_ord_01636,olist_usr_23790,2026-01-16 00:00:00,relogios_presentes,2,420.0,Sudeste
olist_ord_01637,olist_usr_35168,2026-03-21 00:00:00,relogios_presentes,3,420.0,Norte
olist_ord_01638,olist_usr_34019,2026-01-28 00:00:00,informatica_acessorios,5,389.0,Sudeste
olist_ord_01639,olist_usr_53739,2026-05-28 00:00:00,automotivo,5,249.0,Sul
olist_ord_01640,olist_usr_13668,2026-06-12 00:00:00,relogios_presentes,2,420.0,Sudeste
olist_ord_01641,olist_usr_86280,2026-01-09 00:00:00,cama_mesa_banho,1,95.5,  Nordeste 
olist_ord_01642,olist_usr_38754,2026-04-14 00:00:00,   utilidades_domesticas   ,3,59.9,Sul
olist_ord_01643,olist_usr_65614,2026-05-18 00:00:00,,4,389.0,Sul
olist_ord_01644,olist_usr_95058,2026-02-14 00:00:00,relogios_presentes,2,420.0,Norte
olist_ord_01645,olist_usr_14509,2026-04-19 00:00:00,informatica_acessorios,3,389.0,Norte
olist_ord_01646,olist_usr_12500,2026-05-23 00:00:00,moveis_decoracao,3,189.9,Norte
olist_ord_01647,olist_usr_85440,2026-01-30 00:00:00,beleza_saude,4,129.9,Nordeste
olist_ord_01648,olist_usr_36921,2026-02-17 00:00:00,utilidades_domesticas,3,59.9,Nordeste
olist_ord_01649,olist_usr_64551,2026-06-17 00:00:00,informatica_acessorios,1,389.0,Centro-Oeste
olist_ord_01650,olist_usr_26683,2026-04-01 00:00:00,beleza_saude,1,129.9,Sul
olist_ord_01651,olist_usr_87952,2026-04-01 00:00:00,relogios_presentes,1,420.0,Norte
olist_ord_01652,olist_usr_24833,2026-03-15 00:00:00,beleza_saude,3,129.9,Sul
olist_ord_01653,olist_usr_28290,2026-02-13 00:00:00,utilidades_domesticas,1,59.9,Sudeste
olist_ord_01654,olist_usr_24003,2026-06-23 00:00:00,informatica_acessorios,4,389.0,Nordeste
olist_ord_01655,olist_usr_81656,2026-05-14 00:00:00,moveis_decoracao,3,189.9,  Centro-Oeste 
olist_ord_01656,olist_usr_51253,2026-04-27 00:00:00,automotivo,5,249.0,Sudeste
olist_ord_01657,olist_usr_89787,2026-01-24 00:00:00,   relogios_presentes   ,3,420.0,  Sul 
olist_ord_01658,olist_usr_61025,2026-01-07 00:00:00,informatica_acessorios,4,389.0,Nordeste
olist_ord_01659,olist_usr_98022,2026-01-06 00:00:00,utilidades_domesticas,5,59.9,Norte
olist_ord_01660,olist_usr_81708,2026-04-28 00:00:00,relogios_presentes,3,420.0,Sudeste
olist_ord_01661,olist_usr_32706,2026-06-10 00:00:00,cama_mesa_banho,53,0.0,Nordeste
olist_ord_01662,olist_usr_94008,2026-03-26 00:00:00,beleza_saude,2,129.9,Sul
olist_ord_01663,olist_usr_97231,2026-04-20 00:00:00,   automotivo   ,2,249.0,Sul
olist_ord_01664,olist_usr_52732,2026-06-15 00:00:00,utilidades_domesticas,1,59.9,Sudeste
olist_ord_01665,olist_usr_86591,2026-06-21 00:00:00,cama_mesa_banho,2,95.5,Sudeste
olist_ord_01666,olist_usr_42716,2026-05-25 00:00:00,informatica_acessorios,2,389.0,Sudeste
olist_ord_01667,olist_usr_16880,2026-01-31 00:00:00,moveis_decoracao,1,189.9,Centro-Oeste
